route;prD;Département;xD;yD;prF;xF;yF;TMJA
A0010;488;17;420554,47;6476563,78;492;421462,64;6472636,99;34267
A0010;492;17;421462,64;6472636,99;497;422190,59;6467993,49;34267
A0010;497;33;422190,59;6467993,49;529;429979,78;6438267,27;34908
A0010;529;33;429979,78;6438267,27;534;427199,45;6434090,12;97255
A0010;534;33;427199,45;6434090,12;536;426340,88;6431658,28;
A0010;537;33;426340,88;6431658,28;539;425094,85;6429733,08;112489
A0010;539;33;425094,85;6429733,08;542;423042,28;6426856,24;
A0011;27;78;619430,96;6827708,93;27;618617,4;6827315,01;
A0011;27;78;618617,4;6827315,01;31;613895,45;6825752,73;31631
A0011;31;78;613895,45;6825752,73;36;609575,37;6824447,73;35515
A0011;36;78;609575,37;6824447,73;55;591974,51;6818201,66;35515
A0011;55;28;591974,51;6818201,66;68;584767,74;6808149,13;31792
A0011;68;28;584767,74;6808149,13;83;571867,8;6800464,41;31386
A0011;83;28;571867,8;6800464,41;102;554039,03;6794268,08;30964
A0011;102;28;554039,03;6794268,08;120;536837,59;6789604,2;30948
A0011;120;28;536837,59;6789604,2;130;528367,68;6785765,71;30948
A0011;130;72;528367,68;6785765,71;162;498596,38;6775678,87;31730
A0011;162;72;498596,38;6775678,87;170;490313,21;6776454,09;39444
A0011;170;72;490313,21;6776454,09;174;487447,49;6774950,32;39440
A0011;174;72;487447,49;6774950,32;176;486200,56;6773027,49;22064
A0011;176;72;486200,56;6773027,49;184;480036,06;6768466,33;24902
A0011;184;72;480036,06;6768466,33;215;459935,28;6746922,99;25670
A0011;215;72;459935,28;6746922,99;224;456370,5;6739160,4;25507
A0011;224;72;456370,5;6739160,4;229;455019,92;6734659,89;25507
A0011;229;49;455019,92;6734659,89;242;449614,38;6723528;26403
A0011;242;49;449614,38;6723528;244;448764,32;6721034,67;27791
A0011;244;49;448764,32;6721034,67;252;442133,63;6718796,36;36966
A0011;252;49;442133,63;6718796,36;257;437571,75;6716920,96;50997
A0011;257;49;437571,75;6716920,96;259;436409,29;6717175,11;
A0011;259;49;436409,29;6717175,11;262;433199,49;6716153,2;77041
A0011;262;49;433199,49;6716153,2;264;431721,67;6716663,75;44243
A0011;264;49;431721,67;6716663,75;269;427321,66;6716682,34;38810
A0011;269;49;427321,66;6716682,34;275;422090,99;6713747,87;20563
A0011;275;49;422090,99;6713747,87;285;412689,07;6710704,16;26699
A0011;285;49;412689,07;6710704,16;296;402456,78;6709805,02;25323
A0011;296;49;402456,78;6709805,02;315;383154,98;6708270,74;25323
A0011;315;44;383154,98;6708270,74;340;361851,6;6697474,1;28592
A0011;340;44;361851,6;6697474,1;343;359447,29;6696999,45;21324
A0011;343;44;359447,29;6696999,45;344;358947,57;6696362,01;35855
A0011;344;44;358947,57;6696362,01;346;356443,98;6696026,38;44889
A0011;346;44;356443,98;6696026,38;349;353310,21;6695120,39;52874
A0012;0;78;634267,54;6860532,87;0;633704,85;6860622,14;129122
A0012;0;78;633704,85;6860622,14;0;633409,66;6860375,92;129122
A0012;0;78;633409,66;6860375,92;4;631006,81;6857569,36;129122
A0012;4;78;631006,81;6857569,36;5;630503,12;6856899,77;129122
A0012;5;78;630503,12;6856899,77;6;629653,05;6855540,14;129122
A0012;6;78;629653,05;6855540,14;8;628901,11;6854112,87;
A0013;0;75;645319,61;6860972,73;0;645009,37;6861229,06;41672
A0013;0;75;645009,37;6861229,06;0;644917,03;6861187,76;41672
A0013;0;75;644917,03;6861187,76;0;644792,62;6861187,28;41672
A0013;0;75;644792,62;6861187,28;1;644347,86;6861200,57;41672
A0013;1;92;644347,86;6861200,57;9;637418,67;6859396,3;
A0013;9;78;637418,67;6859396,3;12;634216,68;6860539,25;132400
A0013;12;78;634216,68;6860539,25;12;634128,39;6860548,74;132400
A0013;12;78;634128,39;6860548,74;13;633494,46;6860661,04;87211
A0013;13;78;633494,46;6860661,04;25;626570,98;6869962,8;87211
A0013;25;78;626570,98;6869962,8;25;626168,06;6870191,03;
A0013;26;78;626168,06;6870191,03;32;621152,27;6874562,18;103426
A0013;32;78;621152,27;6874562,18;34;620060,47;6875041,61;92184
A0013;34;78;620060,47;6875041,61;48;606303,31;6875925,46;104342
A0013;48;78;606303,31;6875925,46;50;601610,31;6877374,93;104860
A0013;50;78;601610,31;6877374,93;50;600933,36;6877574,42;87358
A0013;50;78;600933,36;6877574,42;55;596939,34;6880178,27;59353
A0013;55;78;596939,34;6880178,27;62;590486,64;6881287,72;53425
A0013;62;78;590486,64;6881287,72;67;586564,84;6884029,97;45544
A0013;67;78;586564,84;6884029,97;70;584745,83;6885977,02;45544
A0013;70;27;584745,83;6885977,02;81;576904,26;6894168,61;49641
A0013;81;27;576904,26;6894168,61;90;570971,53;6900979,17;46729
A0013;90;27;570971,53;6900979,17;97;568043,11;6906496,2;44209
A0013;97;27;568043,11;6906496,2;106;563003,97;6913313,95;64482
A0013;106;27;563003,97;6913313,95;107;562763,89;6913843,2;82836
A0013;107;27;562763,89;6913843,2;111;559779,04;6917178,84;82836
A0013;111;76;559779,04;6917178,84;113;557944,42;6917837;91170
A0013;113;76;557944,42;6917837;118;553862,03;6917314,95;49711
A0013;118;76;553862,03;6917314,95;122;549501,32;6917836,17;72706
A0013;122;76;549501,32;6917836,17;122;549454,82;6917851,73;55868
A0013;122;76;549454,82;6917851,73;130;541587,97;6920548,54;55868
A0013;130;27;541587,97;6920548,54;145;527336,75;6922431,81;45462
A0013;145;27;527336,75;6922431,81;146;526187,17;6922914,2;42183
A0013;146;27;526187,17;6922914,2;157;516436,23;6921594,2;30328
A0013;157;27;516436,23;6921594,2;167;508840,57;6918584,43;30259
A0013;167;27;508840,57;6918584,43;171;504620,69;6916539,9;31333
A0013;171;27;504620,69;6916539,9;172;504041,51;6915981,98;42216
A0013;172;27;504041,51;6915981,98;180;496445,03;6913784,41;42216
A0013;180;14;496445,03;6913784,41;189;489446,19;6910457,45;40500
A0013;189;14;489446,19;6910457,45;203;475651,57;6907598,85;36761
A0013;203;14;475651,57;6907598,85;214;466636,92;6902453,78;37776
A0013;214;14;466636,92;6902453,78;218;463425,38;6901355,09;38982
A0013;218;14;463425,38;6901355,09;222;459313,69;6901643,81;40549
A0014;0;92;643905,7;6866154,98;2;643298;6866452,4;95908
A0014;2;92;643298;6866452,4;3;642153,03;6866953,99;95908
A0014;3;92;642153,03;6866953,99;3;641534,21;6867176,54;95908
A0014;5;92;641056,93;6867516,24;5;640966,35;6867607,08;31024
A0014;5;92;640966,35;6867607,08;16;630308,16;6868172,4;31024
A0014;16;78;630308,16;6868172,4;18;628480,57;6868894,38;33539
A0014;18;78;628480,57;6868894,38;19;627623,34;6869178,06;26065
A0014;19;78;627623,34;6869178,06;20;626570,98;6869962,8;21926
A0015;0;92;648602,79;6871080,85;6;647304,85;6872434,22;138900
A0015;6;95;647304,85;6872434,22;7;646747,8;6873527,37;198400
A0015;7;95;646747,8;6873527,37;7;646566,53;6873669,3;198400
A0015;7;95;646566,53;6873669,3;8;645811,05;6874195,13;198400
A0015;8;95;645811,05;6874195,13;8;645634,14;6874287,96;198400
A0015;8;95;645634,14;6874287,96;9;644977,24;6874915,27;198400
A0015;9;95;644977,24;6874915,27;10;643899,39;6875534,29;198400
A0015;10;95;643899,39;6875534,29;10;643898,55;6875534,84;
A0015;10;95;643898,55;6875534,84;15;640174,56;6877595,04;118900
A0015;15;95;640174,56;6877595,04;15;640173,82;6877595,72;
A0015;15;95;640173,82;6877595,72;17;638033,8;6879375,29;114000
A0015;17;95;638033,8;6879375,29;17;638001,1;6879398,61;114000
A0015;17;95;638001,1;6879398,61;21;635624,66;6881633,34;114000
A0015;21;95;635624,66;6881633,34;21;635203,24;6881718,47;114000
A0015;21;95;635203,24;6881718,47;21;634829,77;6881811,47;114000
A0015;21;95;634829,77;6881811,47;21;634828,81;6881811,75;
A0015;21;95;634828,81;6881811,75;22;634546,9;6881902,49;146195
A0015;22;95;634546,9;6881902,49;23;633185,34;6882516,46;146195
A0015;23;95;633185,34;6882516,46;24;632782,8;6882801,1;146195
A0015;24;95;632782,8;6882801,1;24;632261,52;6883355,9;146195
A0016;28;95;646543,29;6889482,13;33;645091,49;6894710,19;
A0016;33;95;645091,49;6894710,19;34;644912,59;6895113,44;22888
A0016;34;95;644912,59;6895113,44;35;643931,98;6896380,04;22888
A0016;35;60;643931,98;6896380,04;36;643690,68;6897197,39;22888
A0016;36;95;643690,68;6897197,39;43;638888,75;6901263,67;22888
A0016;43;60;638888,75;6901263,67;68;636395,83;6922603,07;18746
A0016;68;60;636395,83;6922603,07;72;637139,51;6926234,54;19308
A0016;72;60;637139,51;6926234,54;92;642477,93;6945370,81;16057
A0016;92;60;642477,93;6945370,81;104;644834,81;6956139,9;16303
A0016;104;60;644834,81;6956139,9;108;644785,21;6960014,9;16303
A0016;108;80;644785,21;6960014,9;121;645264,37;6972382,21;16462
A0016;121;80;645264,37;6972382,21;123;643797,72;6973849,18;26180
A0016;123;80;643797,72;6973849,18;123;643757,28;6973943,98;25658
A0016;123;80;643757,28;6973943,98;126;644605,39;6977294,15;16111
A0016;126;80;644605,39;6977294,15;131;645821,5;6981732,87;15466
A0016;131;80;645821,5;6981732,87;149;633665,61;6993134,93;15190
A0016;149;80;633665,61;6993134,93;167;619294,07;7001141,63;14399
A0016;167;80;619294,07;7001141,63;174;614761,53;7005237,45;12766
A0016;174;80;614761,53;7005237,45;188;610733,86;7017829,85;14649
A0016;188;80;610733,86;7017829,85;199;607046,01;7027623,34;13001
A0016;199;80;607046,01;7027623,34;207;607008,81;7035357,11;13001
A0016;207;62;607008,81;7035357,11;219;606490,94;7046621,97;12134
A0016;219;62;606490,94;7046621,97;231;604720,94;7057951,46;13293
A0016;231;62;604720,94;7057951,46;239;605339,6;7065261,57;14352
A0016;239;62;605339,6;7065261,57;243;603503,19;7068648,14;14318
A0016;243;62;603503,19;7068648,14;246;604448,66;7071073,71;
A0016;50;62;604448,66;7071073,71;62;607537,28;7079160,44;
A0016;62;62;607537,28;7079160,44;78;615663,04;7092947,52;
A0016;78;62;615663,04;7092947,52;81;617106,18;7094561,54;
A0016;81;62;617106,18;7094561,54;81;617774,27;7094399,6;
A0016;81;62;617774,27;7094399,6;82;618152,53;7094234,01;
A0016;82;62;618152,53;7094234,01;84;620363,9;7093851,63;
A0016;84;62;620363,9;7093851,63;86;621894,53;7093642,39;
A0016;86;62;621894,53;7093642,39;86;621971,91;7093662,68;
A0016;86;62;621971,91;7093662,68;86;622165,97;7093716,16;
A0016;86;62;622165,97;7093716,16;86;622505,45;7093798,49;
A0016;86;62;622505,45;7093798,49;87;623020,4;7093852,51;
A0016;87;62;623020,4;7093852,51;103;639274,34;7095589,05;
A0016;103;62;639274,34;7095589,05;110;645246,25;7097699,64;
A0016;110;59;645246,25;7097699,64;117;650132,18;7100615;
A0016;117;59;650132,18;7100615;119;652563,69;7101570,98;
A0016;119;59;652563,69;7101570,98;122;654982,56;7102037,03;
A0016;122;59;654982,56;7102037,03;125;658020,85;7102678,93;
A0016;125;59;658020,85;7102678,93;126;658683,23;7103045,63;
A0016;126;59;658683,23;7103045,63;137;669269,85;7106914,99;
A0019;0;89;721424,22;6796755,58;4;719289,77;6793381,91;15356
A0019;4;89;719289,77;6793381,91;15;713120,9;6785682,72;13446
A0019;15;89;713120,9;6785682,72;17;712284,81;6783114,18;13453
A0019;17;89;712284,81;6783114,18;28;708165,49;6773902,06;13785
A0019;28;89;708165,49;6773902,06;28;708071,49;6773723,58;13785
A0019;28;89;708071,49;6773723,58;29;707299,49;6772790,17;
A0019;29;89;707299,49;6772790,17;30;706579,8;6772620,44;10919
A0019;30;89;706579,8;6772620,44;30;706298,58;6772554,92;10919
A0019;30;89;706298,58;6772554,92;36;701369,19;6770730,3;11326
A0019;36;45;701369,19;6770730,3;55;682842,19;6773589,47;9451
A0019;55;45;682842,19;6773589,47;64;674981,14;6773837,23;9388
A0019;64;45;674981,14;6773837,23;79;660331,15;6775970,65;9296
A0019;79;45;660331,15;6775970,65;100;640158,14;6779691,1;9324
A0019;100;45;640158,14;6779691,1;129;613579,72;6771778,66;9935
A0020;0;18;628955,15;6683058,84;0;628706,19;6683066,92;
A0020;0;18;628706,19;6683066,92;2;627074,17;6681718,04;23681
A0020;2;18;627074,17;6681718,04;5;627015,54;6678756,73;11772
A0020;5;18;627015,54;6678756,73;9;624821,13;6675355,63;22980
A0020;22;18;615043,49;6667803,2;23;614815,36;6667580,64;
A0020;23;36;614815,36;6667580,64;27;611079,37;6665269,63;
A0020;27;36;611079,37;6665269,63;32;608718,38;6661378,9;20587
A0020;32;36;608718,38;6661378,9;43;605349,01;6650889,19;22856
A0020;43;36;605349,01;6650889,19;55;601036,3;6639913,84;21878
A0020;55;36;601036,3;6639913,84;61;595207,64;6636371,91;18195
A0020;61;36;595207,64;6636371,91;68;595957,63;6630742,53;26649
A0020;68;36;595957,63;6630742,53;77;591759,71;6623017,26;28159
A0020;77;36;591759,71;6623017,26;82;589953,83;6617794,41;24829
A0020;82;36;589953,83;6617794,41;86;588212,13;6613956,17;24716
A0020;94;36;585186,29;6608957,17;101;585404,09;6601986,07;22016
A0020;101;36;585404,09;6601986,07;109;583592,32;6594833,68;21288
A0020;109;36;583592,32;6594833,68;119;579061,4;6585094,99;20689
A0020;119;36;579061,4;6585094,99;120;578989,5;6584728,67;
A0020;120;23;578989,5;6584728,67;122;578437,33;6583436,89;
A0020;122;87;578437,33;6583436,89;135;575791,15;6571058,52;
A0020;135;23;575791,15;6571058,52;137;575318,33;6568774,24;
A0020;137;87;575318,33;6568774,24;138;575267,03;6567476,53;
A0020;138;87;575267,03;6567476,53;144;574691,47;6561543,75;28105
A0020;144;87;574691,47;6561543,75;148;574482,24;6558016,94;27456
A0020;148;87;574482,24;6558016,94;154;573267,3;6552325,52;29643
A0020;154;87;573267,3;6552325,52;154;573171,72;6551994,91;29643
A0020;154;87;573171,72;6551994,91;158;571893,8;6548454,22;29643
A0020;158;87;571893,8;6548454,22;163;570408,85;6544746,32;32151
A0020;163;87;570408,85;6544746,32;170;568667,83;6539097,94;32689
A0020;170;87;568667,83;6539097,94;175;567603,73;6534114,75;38483
A0020;176;87;567404,32;6532818,16;177;567189,27;6531914,6;45812
A0020;177;87;567189,27;6531914,6;178;567019,18;6530436,49;44854
A0020;178;87;567019,18;6530436,49;180;566235,5;6529310,87;59351
A0020;180;87;566235,5;6529310,87;182;566672,26;6527960,82;71719
A0020;182;87;566672,26;6527960,82;183;566651,27;6526929,5;55412
A0020;183;87;566651,27;6526929,5;185;567514,47;6525710,07;51366
A0020;185;87;567514,47;6525710,07;186;567818,99;6524605,5;42268
A0020;186;87;567818,99;6524605,5;189;568240,5;6521598,58;40994
A0020;189;87;568240,5;6521598,58;193;570392;6518661,05;34362
A0020;193;87;570392;6518661,05;199;572203,67;6513838,32;34242
A0020;199;87;572203,67;6513838,32;203;572895,89;6511036,8;20111
A0020;203;87;572895,89;6511036,8;212;578531,01;6504059,51;26985
A0020;212;87;578531,01;6504059,51;217;580964,36;6499476,07;27212
A0020;217;87;580964,36;6499476,07;223;583556,4;6495686,81;
A0020;223;19;583556,4;6495686,81;225;583971,87;6493054,6;
A0020;225;19;583971,87;6493054,6;230;585033,58;6488074,34;26374
A0020;243;19;587983,41;6478329,17;252;588238,41;6469902,32;26680
A0020;252;19;588238,41;6469902,32;260;585380,03;6462386,13;33283
A0020;260;19;585380,03;6462386,13;261;584084,67;6461876,96;37013
A0020;261;19;584084,67;6461876,96;264;583183,54;6459740,97;37013
A0020;264;19;583183,54;6459740,97;266;583382,93;6458391,87;33840
A0020;266;19;583382,93;6458391,87;267;583075,93;6456951,84;33840
A0020;267;19;583075,93;6456951,84;269;581615,03;6455432,1;41433
A0020;272;19;580561;6452908,52;274;580937,39;6451029,94;36211
A0020;274;19;580937,39;6451029,94;281;583535,62;6445593,32;26874
A0020;281;19;583535,62;6445593,32;285;582435,71;6441784,06;25510
A0020;285;19;582435,71;6441784,06;285;582434,71;6441775,85;
A0020;285;19;582434,71;6441775,85;285;582420,99;6441586,49;
A0020;285;19;582420,99;6441586,49;288;583598,2;6439118,7;19131
A0020;288;19;583598,2;6439118,7;294;583956,76;6433817,59;19131
A0020;294;46;583956,76;6433817,59;305;581698,09;6423028,29;17736
A0020;305;46;581698,09;6423028,29;329;586960;6400938,44;17229
A0020;329;46;586960;6400938,44;351;581807,13;6382389,97;17242
A0020;351;46;581807,13;6382389,97;374;580417,22;6361528,7;15858
A0020;374;46;580417,22;6361528,7;382;580701,89;6353799,94;18735
A0020;382;46;580701,89;6353799,94;396;581143,03;6340518,69;18735
A0020;396;82;581143,03;6340518,69;412;571431,47;6328819,54;22679
A0020;412;82;571431,47;6328819,54;414;570758,76;6327100,73;36416
A0020;414;82;570758,76;6327100,73;417;570343,91;6324368,04;54786
A0020;417;82;570343,91;6324368,04;418;569288,7;6323812,6;60934
A0020;418;82;569288,7;6323812,6;420;567761,31;6323109,97;57966
A0020;420;82;567761,31;6323109,97;421;566589,71;6322637,6;63957
A0020;421;82;566589,71;6322637,6;422;566475,81;6322311,06;
A0020;422;82;566475,81;6322311,06;427;565201,01;6316885,61;48294
A0020;427;82;565201,01;6316885,61;429;564840,01;6315369,93;46536
A0021;0;62;679366,89;7037473,03;3;682226,53;7037798,05;
A0021;3;62;682226,53;7037798,05;6;685284,23;7038991,31;
A0021;6;62;685284,23;7038991,31;9;688083,92;7039200,07;
A0021;9;62;688083,92;7039200,07;11;688952,81;7038366,22;
A0021;11;62;688952,81;7038366,22;12;689245,88;7037095,3;
A0021;12;62;689245,88;7037095,3;13;690507,26;7037369,18;
A0021;13;62;690507,26;7037369,18;22;698647,24;7036560,24;
A0021;22;62;698647,24;7036560,24;22;698730,57;7036500,98;
A0021;22;62;698730,57;7036500,98;22;699113,51;7036471,6;
A0021;22;62;699113,51;7036471,6;26;702228,49;7035430,04;
A0021;26;62;702228,49;7035430,04;27;702931,56;7034305,32;
A0021;27;59;702931,56;7034305,32;35;709389,31;7031846,64;
A0021;35;59;709389,31;7031846,64;53;724667,19;7025190,04;
A0021;53;59;724667,19;7025190,04;56;726544,63;7023542,87;
A0021;56;59;726544,63;7023542,87;57;726678,93;7022786,29;
A0021;57;59;726678,93;7022786,29;57;726630,57;7022824,33;
A0022;0;59;707090,25;7055101,07;1;708010,68;7055875,21;
A0022;1;59;708010,68;7055875,21;2;708618,99;7055965,46;
A0022;2;59;708618,99;7055965,46;2;709125,14;7055891,37;
A0022;9;59;710111,12;7061345,44;10;709261,03;7061932,29;
A0022;10;59;709261,03;7061932,29;10;709254,6;7061939,49;
A0022;10;59;709254,6;7061939,49;10;708794,57;7062261,3;
A0022;10;59;708794,57;7062261,3;11;708412,03;7062331,56;
A0022;11;59;708412,03;7062331,56;12;708163,98;7063343,24;
A0022;12;59;708163,98;7063343,24;13;708116,63;7063876,4;
A0022;13;59;708116,63;7063876,4;14;708011,47;7064667,03;
A0022;14;59;708011,47;7064667,03;14;708006,15;7064702,45;
A0022;14;59;708006,15;7064702,45;22;710203,59;7072485,38;
A0022;22;59;710203,59;7072485,38;24;711918,59;7074231,01;
A0022;24;59;711918,59;7074231,01;24;711920,46;7074231,73;
A0023;0;59;709756,4;7055828,9;0;709965,06;7055704,29;
A0023;0;59;709965,06;7055704,29;2;710608,9;7054270,1;
A0023;2;59;710608,9;7054270,1;16;716199,46;7041529,32;
A0023;16;59;716199,46;7041529,32;37;733488,87;7031253,92;
A0023;37;59;733488,87;7031253,92;40;734562,62;7028885,04;
A0023;40;59;734562,62;7028885,04;42;734832,42;7027074,7;
A0023;42;59;734832,42;7027074,7;42;735158;7027040,13;
A0025;0;59;705985,56;7057608,96;1;705269,04;7057699,84;
A0025;1;59;705269,04;7057699,84;1;704769,43;7057699,04;
A0025;1;59;704769,43;7057699,04;1;704473,12;7057704,93;
A0025;1;59;704473,12;7057704,93;2;703424,22;7057791,61;
A0025;2;59;703424,22;7057791,61;3;702366,51;7057834,74;
A0025;3;59;702366,51;7057834,74;4;701969,47;7058229,75;
A0025;4;59;701969,47;7058229,75;8;698006,49;7058221,64;
A0025;8;59;698006,49;7058221,64;9;697734,15;7058443,13;
A0025;9;59;697734,15;7058443,13;15;692600,57;7062508,59;
A0025;15;59;692600,57;7062508,59;20;688762,54;7065235,97;
A0025;20;59;688762,54;7065235,97;32;678456,05;7070835,25;
A0025;32;59;678456,05;7070835,25;62;659972,28;7094881,5;
A0026;0;62;623009,09;7093858,59;18;633766,43;7080903,97;12590
A0026;18;62;633766,43;7080903,97;32;641206,5;7069706,61;10972
A0026;32;62;641206,5;7069706,61;40;646976,83;7064011,58;15454
A0026;40;62;646976,83;7064011,58;61;661872,55;7050356,65;18734
A0026;61;62;661872,55;7050356,65;73;672570,43;7045946,93;23079
A0026;73;62;672570,43;7045946,93;79;677602,73;7043749,91;27125
A0026;79;62;677602,73;7043749,91;85;678857,01;7038132,38;27486
A0026;85;62;678857,01;7038132,38;97;685094;7027706,29;19623
A0026;97;62;685094;7027706,29;106;692841,7;7024116,68;17630
A0026;106;62;692841,7;7024116,68;126;707449,43;7011145,07;18593
