route;prD;Département;xD;yD;prF;xF;yF;TMJA
N0087;8;38;918422,14;6458056,41;11;919955,98;6460509,28;72671
N0088;30;42;817041,17;6486374,98;34;812570,21;6482951,77;
N0088;34;42;812570,21;6482951,77;35;811958,03;6482800,78;31368
N0088;35;42;811958,03;6482800,78;35;811946,82;6482792,37;65404
N0088;35;42;811946,82;6482792,37;36;810824,67;6482546,46;65404
N0088;36;42;810824,67;6482546,46;38;810248,9;6481021,13;73911
N0088;38;42;810248,9;6481021,13;39;809674,15;6480321,22;72894
N0088;39;42;809674,15;6480321,22;41;808293,41;6479632,93;54683
N0088;41;42;808293,41;6479632,93;47;802146,57;6477369,68;57612
N0088;47;42;802146,57;6477369,68;49;800688,18;6477704,52;36940
N0088;49;42;800688,18;6477704,52;51;799615,71;6476271,2;30265
N0088;51;42;799615,71;6476271,2;0;799439,94;6475230,28;29272
N0088;0;43;799439,94;6475230,28;6;797061,88;6470496,27;13963
N0088;6;43;797061,88;6470496,27;7;796571,01;6469598,56;13963
N0088;7;43;796571,01;6469598,56;15;791455,55;6465019;13963
N0088;15;43;791455,55;6465019;16;790686,52;6464602,12;
N0088;35;43;785426,66;6447957,8;73;766444,53;6430683,92;
N0088;73;43;766444,53;6430683,92;78;766599,29;6425892,52;9576
N0088;78;43;766599,29;6425892,52;80;766977,33;6423997,79;9576
N0088;80;43;766977,33;6423997,79;85;766995,98;6418619,03;9576
N0088;85;43;766995,98;6418619,03;0;769967,79;6406645,95;
N0088;0;7;769967,79;6406645,95;0;768307,02;6405294,75;
N0088;0;48;768307,02;6405294,75;0;768230,83;6405055,12;5947
N0088;0;48;768230,83;6405055,12;2;767660,73;6403311,72;5947
N0088;2;48;767660,73;6403311,72;53;738345,56;6379724,54;
N0088;53;48;738345,56;6379724,54;53;738238,2;6379681,67;8852
N0088;53;48;738238,2;6379681,67;53;737793,1;6379466,01;8852
N0088;53;48;737793,1;6379466,01;54;737157,69;6379099,72;8852
N0088;54;48;737157,69;6379099,72;54;736865,87;6378872,78;8852
N0088;54;48;736865,87;6378872,78;55;736788,48;6378106,07;8852
N0088;55;48;736788,48;6378106,07;57;736404,28;6376956,81;8852
N0088;57;48;736404,28;6376956,81;58;736390,08;6376045,27;8852
N0088;58;48;736390,08;6376045,27;60;734730,86;6375698,7;5839
N0088;60;48;734730,86;6375698,7;62;733867,85;6376088,45;5839
N0088;62;48;733867,85;6376088,45;62;733737,24;6376364,2;5839
N0088;62;48;733737,24;6376364,2;63;733291,32;6376759,36;5839
N0088;63;48;733291,32;6376759,36;65;731728,01;6378035,72;5839
N0088;65;48;731728,01;6378035,72;83;719254,15;6377614,49;
N0088;1;12;706649,06;6359191,7;2;704937,45;6359453,64;
N0088;2;12;704937,45;6359453,64;3;704523,31;6359550,14;6967
N0088;3;12;704523,31;6359550,14;3;704070,23;6359432,99;6967
N0088;3;12;704070,23;6359432,99;3;703923,82;6359287,91;6967
N0088;3;12;703923,82;6359287,91;3;703722,88;6359166,44;6967
N0088;3;12;703722,88;6359166,44;3;703550,79;6359194,3;6967
N0088;3;12;703550,79;6359194,3;3;703512,09;6359194,78;6967
N0088;3;12;703512,09;6359194,78;8;699467,39;6361042,42;6967
N0088;8;12;699467,39;6361042,42;9;698033,28;6361280,84;6967
N0088;9;12;698033,28;6361280,84;10;697756;6361315,73;6967
N0088;10;12;697756;6361315,73;10;697702,91;6361307,95;6967
N0088;10;12;697702,91;6361307,95;11;696921,84;6360706,96;6967
N0088;11;12;696921,84;6360706,96;11;696896,3;6360700,81;6967
N0088;11;12;696896,3;6360700,81;23;686815,27;6363982,62;6967
N0088;23;12;686815,27;6363982,62;23;686764,06;6364043,47;6967
N0088;23;12;686764,06;6364043,47;23;686658,03;6364224,11;6967
N0088;23;12;686658,03;6364224,11;23;686648,74;6364241,7;6967
N0088;23;12;686648,74;6364241,7;24;686181,76;6365144,26;6967
N0088;24;12;686181,76;6365144,26;36;675957,82;6365677,42;10678
N0088;36;12;675957,82;6365677,42;36;675874,98;6365706,11;10678
N0088;36;12;675874,98;6365706,11;36;675733,71;6365754,77;10678
N0088;36;12;675733,71;6365754,77;36;675714,9;6365761,34;10678
N0088;36;12;675714,9;6365761,34;36;675696,1;6365767,94;10678
N0088;36;12;675696,1;6365767,94;36;675681,94;6365772,71;10678
N0088;36;12;675681,94;6365772,71;42;671084,62;6363909,97;10678
N0088;46;12;667416,99;6363936,98;47;666890,16;6363661,91;27652
N0088;47;12;666890,16;6363661,91;48;666116,75;6362856,59;24583
N0088;48;12;666116,75;6362856,59;48;665733,82;6362628,2;21773
N0088;48;12;665733,82;6362628,2;48;665712,82;6362631,25;21773
N0088;48;12;665712,82;6362631,25;48;665672,05;6362576,4;21773
N0088;48;12;665672,05;6362576,4;50;664555,65;6361599,78;23646
N0088;50;12;664555,65;6361599,78;50;664429,96;6361401,51;27505
N0088;50;12;664429,96;6361401,51;52;664575,64;6359756,74;27505
N0088;56;12;662382,05;6356085,42;58;661030,69;6354687,42;15239
N0088;58;12;661030,69;6354687,42;66;656080,58;6353228,64;15239
N0088;66;12;656080,58;6353228,64;66;656038,79;6353236,02;15239
N0088;66;12;656038,79;6353236,02;68;654586,65;6353290,99;15239
N0088;81;12;648545,24;6343190,52;0;644851,37;6335715,28;9353
N0088;9;81;639139,59;6331552,46;25;633512,5;6322134,72;10341
N0088;25;81;633512,5;6322134,72;25;633503,41;6322129,89;21750
N0088;25;81;633503,41;6322129,89;26;633736,19;6321862,8;21750
N0088;26;81;633736,19;6321862,8;29;634390,7;6318753,06;21750
N0088;32;81;632558,68;6316689,7;33;633487,42;6315723,22;43256
N0088;34;81;633645,16;6314907,54;36;631082,56;6312888,5;53216
N0088;38;81;629346,81;6313427,63;42;624485,12;6313345,64;40136
N0088;42;81;624485,12;6313345,64;42;624376,76;6313334,05;40136
N0088;42;81;624376,76;6313334,05;43;623969,5;6313177,76;40136
N0089;55;63;710816,68;6519516,5;56;709809,5;6519922,96;
N0089;33;33;441165,54;6424395,02;42;430751,15;6425630,93;
N0089;42;33;430751,15;6425630,93;47;426000,04;6424894,04;61465
N0089;47;33;426000,04;6424894,04;50;423119,22;6424888,09;62900
N0090;20;73;960532,06;6511145,28;22;962433,4;6511871,09;34061
N0090;22;73;962433,4;6511871,09;22;962598,83;6511956,29;34061
N0090;22;73;962598,83;6511956,29;23;963042,76;6512274,63;34061
N0090;23;73;963042,76;6512274,63;23;963188,85;6512373,75;34061
N0090;23;73;963188,85;6512373,75;23;963627,91;6512667,75;34061
N0090;23;73;963627,91;6512667,75;40;970495,08;6500274,43;26946
N0090;40;73;970495,08;6500274,43;49;975297,28;6493158,64;21033
N0090;49;73;975297,28;6493158,64;49;975429,27;6493031,62;21033
N0090;49;73;975429,27;6493031,62;50;975568,98;6493026,89;21033
N0090;50;73;975568,98;6493026,89;51;976959,11;6493861,42;14114
N0090;51;73;976959,11;6493861,42;52;977244,06;6494291,09;14114
N0090;52;73;977244,06;6494291,09;52;977574,49;6494809,31;14114
N0090;52;73;977574,49;6494809,31;53;977828,85;6495093,57;14114
N0090;53;73;977828,85;6495093,57;53;978014,64;6495324,08;14114
N0090;53;73;978014,64;6495324,08;54;978278,14;6496325,85;14114
N0090;54;73;978278,14;6496325,85;54;978305,4;6496547,75;14114
N0090;54;73;978305,4;6496547,75;55;978413,47;6496809,03;14114
N0090;58;73;980709,87;6498736,57;59;981128,09;6499474,23;13347
N0090;59;73;981128,09;6499474,23;59;981181,71;6499834,59;13347
N0090;59;73;981181,71;6499834,59;59;981285,97;6499935,51;13347
N0090;59;73;981285,97;6499935,51;64;984845,59;6501496,89;13347
N0090;64;73;984845,59;6501496,89;64;985060,21;6501631,47;13347
N0090;64;73;985060,21;6501631,47;64;985207,03;6501759,56;9480
N0090;64;73;985207,03;6501759,56;69;988856,55;6503292,79;9480
N0090;69;73;988856,55;6503292,79;69;988970,46;6503293,15;9480
N0090;69;73;988970,46;6503293,15;69;989491,62;6503325,27;9480
N0090;69;73;989491,62;6503325,27;69;989562,6;6503342,33;9480
N0090;69;73;989562,6;6503342,33;75;992898,35;6507968,46;9480
N0094;70;5;944881,81;6389544,93;70;945130,42;6389726,43;20101
N0094;70;5;945130,42;6389726,43;72;946593,24;6390644,86;20101
N0094;72;5;946593,24;6390644,86;82;955709,17;6389660,56;12781
N0094;98;5;970207,61;6386632,67;101;972420,61;6387163,88;14577
N0094;101;5;972420,61;6387163,88;104;973512,11;6387410,85;14577
N0094;104;5;973512,11;6387410,85;105;973981,83;6387456,47;14577
N0094;105;5;973981,83;6387456,47;106;975270,71;6387742,62;14577
N0094;106;5;975270,71;6387742,62;108;976736,09;6389368,52;14577
N0094;114;5;978817,48;6393759,32;116;979694,65;6395258,27;9657
N0094;116;5;979694,65;6395258,27;117;979945,94;6396321,11;9657
N0094;117;5;979945,94;6396321,11;128;986443,5;6402828,6;9657
N0094;144;5;981660,87;6416923,75;144;981658,61;6417008,09;11863
N0094;144;5;981658,61;6417008,09;145;981779,12;6417357,22;11863
N0094;145;5;981779,12;6417357,22;146;982061,73;6417971,39;11863
N0094;146;5;982061,73;6417971,39;147;982502,23;6418632,64;11863
N0094;147;5;982502,23;6418632,64;150;983035,82;6420969,07;11863
N0094;150;5;983035,82;6420969,07;152;983011,26;6422623;11863
N0094;152;5;983011,26;6422623;159;986485,72;6428316,56;11863
N0094;161;5;987506,14;6429111,26;162;987947,67;6429315,29;8672
N0094;162;5;987947,67;6429315,29;172;993332,45;6432477,13;6185
N0094;172;5;993332,45;6432477,13;173;994047,64;6432926,11;3740
N0094;173;5;994047,64;6432926,11;174;994865,22;6433015,58;2361
N0094;174;5;994865,22;6433015,58;174;994936,02;6433028,27;2361
N0094;174;5;994936,02;6433028,27;174;995310,7;6433295,22;2361
N0094;174;5;995310,7;6433295,22;174;995327,25;6433309,75;
N0100;2;30;828251,61;6316936,02;3;828652,19;6316985,69;
N0100;3;30;828652,19;6316985,69;3;829507;6317056,38;15260
N0100;3;30;829507;6317056,38;5;830678,02;6317816,54;15260
N0100;5;30;830678,02;6317816,54;7;832783,79;6318837,84;15260
N0100;7;30;832783,79;6318837,84;14;838945,21;6319280,51;20535
N0100;14;30;838945,21;6319280,51;15;840292,04;6319222,96;20535
N0100;15;30;840292,04;6319222,96;17;841237,04;6318444,22;39695
N0102;0;7;834415,54;6385101,14;1;833815,36;6385112,55;14521
N0102;1;7;833815,36;6385112,55;2;833617,94;6384830,34;14521
N0102;2;7;833617,94;6384830,34;4;832507,93;6384088,31;14521
N0102;13;7;826218,31;6386701,29;14;825809,03;6387145,99;11792
N0102;14;7;825809,03;6387145,99;15;825048,91;6388047,35;11792
N0102;15;7;825048,91;6388047,35;15;824616,55;6388285;11792
N0102;15;7;824616,55;6388285;18;822608,59;6389253,65;11792
N0102;18;7;822608,59;6389253,65;18;822187,02;6389130,2;11792
N0102;18;7;822187,02;6389130,2;20;821294,54;6388034,12;11792
N0102;20;7;821294,54;6388034,12;20;820771,01;6387563,06;11792
N0102;20;7;820771,01;6387563,06;21;820124,55;6387165,55;11792
N0102;21;7;820124,55;6387165,55;22;819748,44;6386967,4;11792
N0102;22;7;819748,44;6386967,4;24;818731,73;6386036,32;11792
N0102;24;7;818731,73;6386036,32;26;818066,78;6386060,59;11792
N0102;26;7;818066,78;6386060,59;26;817403,78;6386029,07;11792
N0102;26;7;817403,78;6386029,07;27;816753,75;6385964,54;11792
N0102;27;7;816753,75;6385964,54;28;816114,5;6386424,86;11792
N0102;28;7;816114,5;6386424,86;29;815926,27;6386682,14;11792
N0102;29;7;815926,27;6386682,14;40;809997,69;6392623,11;
N0102;40;7;809997,69;6392623,11;44;808217,42;6395360,33;17897
N0102;44;7;808217,42;6395360,33;46;806681,3;6394716,25;10840
N0102;46;7;806681,3;6394716,25;47;805906,65;6394587,29;10840
N0102;47;7;805906,65;6394587,29;50;803472,46;6396117,67;10840
N0102;50;7;803472,46;6396117,67;51;803075,15;6396158,3;10840
N0102;51;7;803075,15;6396158,3;53;801913,56;6397436,56;10840
N0102;53;7;801913,56;6397436,56;54;801357,6;6397376,08;5313
N0102;54;7;801357,6;6397376,08;55;800794,69;6397871,49;5313
N0102;55;7;800794,69;6397871,49;68;789038,57;6396797,55;5313
N0102;68;7;789038,57;6396797,55;84;779779,85;6403339,5;
N0102;84;7;779779,85;6403339,5;95;772401,61;6407841,66;3471
N0102;95;7;772401,61;6407841,66;0;772335,71;6407809,43;
N0102;0;43;772335,71;6407809,43;56;744244,7;6449436,42;
N0102;56;43;744244,7;6449436,42;61;740584,47;6453585,26;8790
N0102;61;43;740584,47;6453585,26;62;740286,81;6454025,4;8790
N0102;62;43;740286,81;6454025,4;65;738753,23;6456940,76;8790
N0102;65;43;738753,23;6456940,76;67;738135,66;6458074,24;8790
N0102;67;43;738135,66;6458074,24;73;733431,67;6461745,12;8790
N0102;73;43;733431,67;6461745,12;74;732796,65;6462740,05;8790
N0102;74;43;732796,65;6462740,05;93;721886,18;6475526,39;
N0104;0;95;644070,6;6886178,11;8;651258,9;6885094,8;42500
N0104;8;95;651258,9;6885094,8;14;656628,26;6885254,52;48100
N0104;14;95;656628,26;6885254,52;22;662923,78;6881413,36;48600
N0104;22;95;662923,78;6881413,36;24;665492,14;6881090,34;
N0104;0;77;672035,49;6858938,53;0;671844,71;6858518,31;113707
N0104;0;77;671844,71;6858518,31;0;671813,83;6858448,87;113707
N0104;0;77;671813,83;6858448,87;6;671704,07;6853264,98;113707
N0104;6;77;671704,07;6853264,98;6;671585,72;6853029,91;113707
N0104;6;77;671585,72;6853029,91;6;671476,7;6852726,15;113707
N0104;6;77;671476,7;6852726,15;16;670272,08;6844861,82;131525
N0104;16;77;670272,08;6844861,82;18;671298,17;6841821,54;90463
N0104;18;77;671298,17;6841821,54;19;671499,97;6840653,64;90463
N0104;19;77;671499,97;6840653,64;20;671488,95;6840026,89;88211
N0104;20;77;671488,95;6840026,89;27;665747,6;6838277,36;88211
N0104;27;77;665747,6;6838277,36;29;665200,97;6836986,65;55600
N0104;29;91;665200,97;6836986,65;31;662958,48;6836972,91;129946
N0104;31;91;662958,48;6836972,91;33;661051,7;6836244,38;138238
N0104;33;91;661051,7;6836244,38;34;660016,37;6835493,64;138238
N0104;34;91;660016,37;6835493,64;34;659840,86;6835270,19;138238
N0104;34;91;659840,86;6835270,19;37;658207,68;6834648,97;110200
N0104;37;91;658207,68;6834648,97;37;658189,91;6834695,23;110200
N0104;37;91;658189,91;6834695,23;40;656083,4;6837307,15;69209
N0104;40;91;656083,4;6837307,15;40;655858,6;6837354,17;69209
N0104;40;91;655858,6;6837354,17;48;648438,44;6836276,67;88016
N0104;48;91;648438,44;6836276,67;51;645522,05;6836488,57;61900
N0104;51;91;645522,05;6836488,57;58;639612,55;6839657,49;61517
N0104;58;91;639612,55;6839657,49;58;640021,48;6840303,67;61517
N0104;58;91;640021,48;6840303,67;58;640072,55;6840374,61;61517
N0104;58;91;640072,55;6840374,61;59;640452,81;6840999,94;61517
N0105;14;77;673128,96;6830523,17;15;673866,69;6828872,9;
N0106;0;30;807898,91;6302800,26;5;805973,08;6309108,08;
N0106;5;30;805973,08;6309108,08;5;805839,69;6309238,64;29320
N0106;5;30;805839,69;6309238,64;6;805393,28;6309745,75;29320
N0106;6;30;805393,28;6309745,75;7;804901;6310274,12;29320
N0106;7;30;804901;6310274,12;8;804080,8;6310809,57;29320
N0106;8;30;804080,8;6310809,57;8;803619,73;6311454,88;29320
N0106;8;30;803619,73;6311454,88;9;803534,98;6311943,5;29320
N0106;9;30;803534,98;6311943,5;13;801311,35;6313979,79;29320
N0106;13;30;801311,35;6313979,79;14;800770,26;6314719,44;
N0106;20;30;797548,85;6319687,86;27;793370,15;6324330,64;21217
N0106;39;30;788133,79;6334555,67;47;786337,34;6338579,08;
N0106;47;30;786337,34;6338579,08;51;783957,45;6341816,26;10753
N0106;51;30;783957,45;6341816,26;53;783853,74;6343051,21;10753
N0106;53;30;783853,74;6343051,21;57;782311,75;6345866,14;10753
N0106;57;30;782311,75;6345866,14;60;780759,49;6347482,23;2678
N0106;60;30;780759,49;6347482,23;0;777604,38;6350764,64;2678
N0106;23;48;762913,14;6353801,87;23;762517,76;6353780,89;2057
N0106;23;48;762517,76;6353780,89;24;761975,67;6353042,17;2057
N0106;24;48;761975,67;6353042,17;37;752882,76;6355910,31;2057
N0106;37;48;752882,76;6355910,31;37;752895,43;6356164,25;2057
N0106;37;48;752895,43;6356164,25;44;747852,83;6357790,47;2057
N0106;44;48;747852,83;6357790,47;44;747863,99;6357881,62;2057
N0106;44;48;747863,99;6357881,62;45;747877,44;6357981,8;4076
N0106;45;48;747877,44;6357981,8;46;747211,46;6359260,76;4076
N0106;46;48;747211,46;6359260,76;46;747101,93;6359379,42;4076
N0106;46;48;747101,93;6359379,42;48;746603,58;6360478,83;4076
N0106;48;48;746603,58;6360478,83;48;746343,78;6360785,93;4076
N0106;48;48;746343,78;6360785,93;48;746138,78;6360963,81;4076
N0106;48;48;746138,78;6360963,81;51;745128,16;6362804,61;4076
N0106;51;48;745128,16;6362804,61;51;745013,44;6362823,98;1029
N0106;51;48;745013,44;6362823,98;63;743598,71;6369416,03;1029
N0106;63;48;743598,71;6369416,03;64;743942,66;6369909,35;1029
N0106;64;48;743942,66;6369909,35;73;739421,17;6375570;1029
N0106;73;48;739421,17;6375570;78;736396,22;6376054,21;
N0109;4;34;766408,1;6279346,6;10;761263,45;6281863,63;
N0112;25;81;649691,48;6267752,96;25;649678,41;6267752,4;14049
N0112;25;81;649678,41;6267752,4;25;649648,3;6267759,78;14049
N0112;25;81;649648,3;6267759,78;25;649306,58;6267886,23;14049
N0112;25;81;649306,58;6267886,23;25;649097,25;6267967,24;14049
N0112;25;81;649097,25;6267967,24;26;648439,82;6268021,49;14049
N0112;26;81;648439,82;6268021,49;26;648342,73;6267955,88;14049
N0112;26;81;648342,73;6267955,88;26;648300,92;6267926,53;14049
N0112;26;81;648300,92;6267926,53;26;648243,85;6267887,56;14049
N0112;26;81;648243,85;6267887,56;26;648119,96;6267827,43;14049
N0112;26;81;648119,96;6267827,43;26;648088,2;6267818,5;14049
N0112;26;81;648088,2;6267818,5;27;647821,03;6267836,78;14049
N0112;27;81;647821,03;6267836,78;27;647737,49;6267850,81;14049
N0112;27;81;647737,49;6267850,81;27;647596;6267901,89;14049
N0112;27;81;647596;6267901,89;27;647568,08;6267925,33;14049
N0112;27;81;647568,08;6267925,33;27;647243,95;6268162,14;14049
N0112;27;81;647243,95;6268162,14;27;647204,57;6268191,59;14049
N0112;27;81;647204,57;6268191,59;30;644365,96;6268885,39;14049
N0112;30;81;644365,96;6268885,39;30;644028;6269042,83;14049
N0112;30;81;644028;6269042,83;33;641767,5;6270748,99;14049
N0112;33;81;641767,5;6270748,99;41;636969;6277819,89;11398
N0112;41;81;636969;6277819,89;41;636640,34;6277794,87;11398
N0112;41;81;636640,34;6277794,87;41;636821,06;6277439,03;11398
N0113;62;13;845402,34;6282856,41;64;843120,83;6283161,44;38649
N0113;64;13;843120,83;6283161,44;67;840298,18;6283312,88;39080
N0113;67;13;840298,18;6283312,88;76;832314,46;6286044,1;51825
N0113;29;30;807852,42;6302772,69;30;807686,59;6302703,26;
N0113;30;30;807686,59;6302703,26;30;807278,04;6302493,57;34420
N0113;30;30;807278,04;6302493,57;31;806661,44;6301863;34420
N0113;31;30;806661,44;6301863;32;806129,34;6301207,42;34420
N0113;32;30;806129,34;6301207,42;32;806050,21;6300630,33;22293
N0113;32;30;806050,21;6300630,33;32;806057,94;6300601,8;22293
N0113;32;30;806057,94;6300601,8;36;803427,43;6298039,28;22293
N0113;36;30;803427,43;6298039,28;42;799492,44;6293629,97;17635
N0113;42;30;799492,44;6293629,97;47;795862,57;6290213,91;11422
N0113;49;30;793926,61;6288925,09;0;793924,87;6288924,09;
N0113;0;34;793924,87;6288924,09;0;793184,96;6288237,07;25316
N0113;0;34;793184,96;6288237,07;1;792671,06;6287761,03;25316
N0113;1;34;792671,06;6287761,03;4;790180,03;6287155,39;
N0113;4;34;790180,03;6287155,39;4;790128,24;6287164,28;13099
N0113;4;34;790128,24;6287164,28;4;790067,6;6287188,78;13099
N0113;4;34;790067,6;6287188,78;9;785283,78;6286893,33;13099
N0113;9;34;785283,78;6286893,33;10;784523,07;6286096,33;13099
N0113;10;34;784523,07;6286096,33;10;784400,96;6285991,54;13099
N0113;10;34;784400,96;6285991,54;11;783953,01;6285736,19;13099
N0113;11;34;783953,01;6285736,19;14;780825,13;6284522,42;13099
N0113;14;34;780825,13;6284522,42;14;780703,58;6284494,77;13099
N0113;14;34;780703,58;6284494,77;14;780695,22;6284478,95;13099
N0113;14;34;780695,22;6284478,95;15;780082,02;6284492,78;
N0116;0;66;687716,94;6177207,61;6;684467,56;6176442,58;29903
N0116;11;66;679405,16;6175954,79;14;676145,43;6177029,39;21972
N0116;14;66;676145,43;6177029,39;22;669604,35;6175713,99;15726
N0116;22;66;669604,35;6175713,99;26;666008,06;6173077,1;15591
N0116;26;66;666008,06;6173077,1;29;663421,42;6172501,39;15591
N0116;29;66;663421,42;6172501,39;35;659006,9;6171750,9;15591
N0116;35;66;659006,9;6171750,9;42;652616,74;6169498,67;15591
N0116;42;66;652616,74;6169498,67;44;651351,95;6168015,31;9366
N0116;44;66;651351,95;6168015,31;44;651138,89;6167852,51;9366
N0116;44;66;651138,89;6167852,51;44;650985,11;6167767,34;9366
N0116;44;66;650985,11;6167767,34;45;650433,32;6167545,98;9366
N0116;45;66;650433,32;6167545,98;45;649978,17;6167348,36;9366
N0116;45;66;649978,17;6167348,36;45;649836,82;6167289,13;9366
N0116;45;66;649836,82;6167289,13;47;648831,52;6166574,68;9366
N0116;47;66;648831,52;6166574,68;48;648222,05;6165440,65;9366
N0116;56;66;641612,81;6162697,65;57;640576,28;6162089,65;5235
N0116;57;66;640576,28;6162089,65;58;639753,77;6161747,03;5235
N0116;58;66;639753,77;6161747,03;66;634588,32;6158092,7;5235
N0116;66;66;634588,32;6158092,7;66;634045,81;6157795,47;5235
N0116;66;66;634045,81;6157795,47;68;633085,25;6157378,66;5235
N0116;68;66;633085,25;6157378,66;72;630627,62;6156910,74;5235
N0116;72;66;630627,62;6156910,74;73;630159,35;6156928,24;5235
N0116;73;66;630159,35;6156928,24;75;629019,81;6156903,99;5235
N0116;75;66;629019,81;6156903,99;75;628558,59;6156761,71;5235
N0116;75;66;628558,59;6156761,71;78;627219,28;6156820,79;5235
N0116;81;66;625300,08;6155619,91;84;622642,83;6154282,55;3891
N0116;84;66;622642,83;6154282,55;99;612982,35;6148788,71;3891
N0116;99;66;612982,35;6148788,71;99;612988,42;6148829,7;3579
N0116;99;66;612988,42;6148829,7;100;613025,9;6150256,69;3579
N0118;0;92;643093,84;6858916,3;5;642889,09;6854264,59;
N0118;5;92;642889,09;6854264,59;6;643320,24;6852584,25;
N0118;0;91;643320,24;6852584,25;2;642406,51;6850133,64;94333
N0118;2;91;642406,51;6850133,64;9;639208,72;6846429,41;66392
N0118;9;91;639208,72;6846429,41;15;640533,75;6841236,58;54200
N0118;15;91;640533,75;6841236,58;15;640530,69;6841231,32;
N0122;0;46;624005,08;6390237,49;0;624378,27;6390487,6;
N0122;0;46;624378,27;6390487,6;0;634928,7;6397636,08;3615
N0122;0;15;634928,7;6397636,08;5;636454,39;6401672,72;
N0122;5;15;636454,39;6401672,72;24;639669,26;6416629,03;3891
N0122;24;15;639669,26;6416629,03;26;640955,13;6417132,64;3891
N0122;26;15;640955,13;6417132,64;28;641899,38;6416982,1;3891
N0122;28;15;641899,38;6416982,1;53;659328,37;6425506,59;
N0122;53;15;659328,37;6425506,59;62;664556,05;6427062,99;6726
N0122;62;15;664556,05;6427062,99;63;665239,32;6427449,06;6726
N0122;63;15;665239,32;6427449,06;64;666020,42;6427864,99;6726
N0122;64;15;666020,42;6427864,99;68;669445,67;6430328,16;6726
N0122;68;15;669445,67;6430328,16;88;679964,42;6443149,88;
N0122;88;15;679964,42;6443149,88;89;680785,35;6443692,9;7144
N0122;89;15;680785,35;6443692,9;91;681972,7;6445438,63;7144
N0122;91;15;681972,7;6445438,63;92;682402,8;6445432,86;7144
N0122;92;15;682402,8;6445432,86;92;682929,53;6445587,36;7144
N0122;92;15;682929,53;6445587,36;92;683229,06;6445645,49;7144
N0122;92;15;683229,06;6445645,49;101;690718,3;6445510,59;7144
N0122;101;15;690718,3;6445510,59;110;698645,48;6448463,05;
N0122;110;15;698645,48;6448463,05;123;706373,06;6454811,87;3510
N0122;123;15;706373,06;6454811,87;123;706701,82;6454841,06;3510
N0122;123;15;706701,82;6454841,06;136;715465,42;6461320,08;3510
N0123;3;28;590126,83;6815156,81;7;586389,16;6814002,18;37788
N0124;6;31;567272,24;6280268,79;0;554639,31;6277450,7;
N0124;5;32;549353,54;6277598,13;13;544390,9;6280434,79;23606
N0124;13;32;544390,9;6280434,79;14;542989,93;6280292,41;12871
N0124;14;32;542989,93;6280292,41;27;531021,11;6282753,63;12871
N0124;27;32;531021,11;6282753,63;27;530990,87;6282790,28;12871
N0124;27;32;530990,87;6282790,28;32;526934,35;6283939,51;12871
N0124;32;32;526934,35;6283939,51;32;526783,2;6283982,63;12871
N0124;38;32;521017,9;6286588,09;43;517297,7;6285932,33;13521
N0124;51;32;509471,77;6287436,99;51;509465,26;6287427,29;10132
N0124;51;32;509465,26;6287427,29;56;506058,66;6287769,64;10132
N0124;56;32;506058,66;6287769,64;62;500928,49;6288851,44;11101
N0124;62;32;500928,49;6288851,44;62;500923,43;6288858,82;11101
N0124;85;32;482372,5;6298899,43;94;473982,22;6299631,67;4200
N0124;94;32;473982,22;6299631,67;95;472866,88;6299919,09;4200
N0124;95;32;472866,88;6299919,09;103;466696,91;6303565,5;4200
N0125;3;31;503779,22;6220834,41;5;503740,32;6219041,98;11787
N0125;18;31;507894,16;6207242,11;23;511391,68;6204780,04;4613
N0125;23;31;511391,68;6204780,04;31;515871,47;6198879,65;3534
N0125;31;31;515871,47;6198879,65;31;515888,52;6198847,29;3534
N0125;31;31;515888,52;6198847,29;31;515886,15;6198644,17;3534
N0125;31;31;515886,15;6198644,17;34;514766,32;6197056,11;3534
N0125;34;31;514766,32;6197056,11;34;514765,4;6197054,44;
N0126;33;81;619407,34;6273359,82;41;626791,38;6273567,95;
N0126;41;81;626791,38;6273567,95;41;626816,73;6273588,62;8422
N0126;41;81;626816,73;6273588,62;44;629540,21;6274510,93;8422
N0126;44;81;629540,21;6274510,93;47;631104,7;6275894,83;8422
N0126;47;81;631104,7;6275894,83;48;632649,07;6276554,12;8422
N0126;48;81;632649,07;6276554,12;49;633305,64;6276700,77;17692
N0126;49;81;633305,64;6276700,77;51;635727,31;6277208,47;17692
N0129;0;84;853745,94;6311974,96;0;853953,17;6312212,36;18232
N0134;39;64;424893,42;6248026,53;61;412704,29;6236583,78;
N0134;61;64;412704,29;6236583,78;66;408303,96;6238607,89;11467
N0134;66;64;408303,96;6238607,89;66;408267,41;6238627,76;11467
N0134;66;64;408267,41;6238627,76;66;407957,26;6238814,81;11467
N0134;66;64;407957,26;6238814,81;76;405803,81;6231504,17;
N0134;76;64;405803,81;6231504,17;78;404831,1;6230216,87;3891
N0134;78;64;404831,1;6230216,87;85;406827,54;6224000,2;3429
N0134;85;64;406827,54;6224000,2;85;406756,55;6223938,81;3429
N0134;85;64;406756,55;6223938,81;88;406081,67;6221367,85;3429
N0134;88;64;406081,67;6221367,85;90;406167,64;6220051,76;3429
N0134;90;64;406167,64;6220051,76;91;406099,19;6219111;3429
N0134;91;64;406099,19;6219111;91;406086,14;6219074,9;3429
N0134;91;64;406086,14;6219074,9;92;405723,24;6217688,88;3429
